№ акции,Ценовая группа,Код продукта,Начало отгрузок,Конец отгрузок,Начало реализации,Конец реализации
12696.0,ЛЕНТА-ЕВРОПА,9558,19.04.2017,19.04.2017,20.04.2017,20.04.2017
12714.0,МАТРИЦА ЛЮБАВУШКА,9744,19.04.2017,19.04.2017,10.04.2017,10.04.2017
12715.0,МАТРИЦА ЛЮБАВУШКА,9745,19.04.2017,19.04.2017,10.04.2017,10.04.2017
12728.0,ЛЕНТА-УРАЛ,9557,19.04.2017,19.04.2017,20.04.2017,20.04.2017
12729.0,ЛЕНТА-УРАЛ,9558,19.04.2017,19.04.2017,20.04.2017,20.04.2017
12743.0,ИНТЕРТОРГ МАТРИЦА,9747,19.04.2017,19.04.2017,12.04.2017,12.04.2017
12747.0,ИНТЕРТОРГ МАТРИЦА,6363,19.04.2017,19.04.2017,12.04.2017,12.04.2017
12754.0,ИНТЕРТОРГ МАТРИЦА,9027,19.04.2017,19.04.2017,19.04.2017,19.04.2017
12764.0,ЛЕНТА-УРАЛ,6100,19.04.2017,19.04.2017,09.05.2017,09.05.2017
12780.0,ОКЕЙ--МОСКВА,5324,19.04.2017,19.04.2017,20.04.2017,20.04.2017
12786.0,ОКЕЙ-МАТРИЦА,5324,19.04.2017,19.04.2017,20.04.2017,20.04.2017
12791.0,ОКЕЙ---С-ПБ,5324,19.04.2017,19.04.2017,20.04.2017,20.04.2017
12795.0,ЛЕНТА-ЕВРОПА-СПБ,2302,19.04.2017,19.04.2017,09.05.2017,09.05.2017
12798.0,АШАН МП СПБ безНДС,2955,19.04.2017,19.04.2017,24.04.2017,24.04.2017
12823.0,АШАН МП САМ безНДС,2955,19.04.2017,19.04.2017,24.04.2017,24.04.2017
12829.0,ОКЕЙ--МОСКВА,2955,19.04.2017,19.04.2017,20.04.2017,20.04.2017
12830.0,ОКЕЙ--МОСКВА,3382,19.04.2017,19.04.2017,12.04.2017,12.04.2017
12587.0,ОКЕЙ--МОСКВА,4636,20.04.2017,20.04.2017,20.04.2017,20.04.2017
12588.0,ОКЕЙ--МОСКВА,2390,20.04.2017,20.04.2017,20.04.2017,20.04.2017
12688.0,ЛЕНТА-ЕВРОПА-СПБ,9557,20.04.2017,20.04.2017,20.04.2017,20.04.2017
12689.0,ЛЕНТА-ЕВРОПА-СПБ,9558,20.04.2017,20.04.2017,20.04.2017,20.04.2017
12704.0,ОКЕЙ--МОСКВА,4637,20.04.2017,20.04.2017,04.05.2017,04.05.2017
12714.0,МАТРИЦА ЛЮБАВУШКА,9744,20.04.2017,20.04.2017,10.04.2017,10.04.2017
12715.0,МАТРИЦА ЛЮБАВУШКА,9745,20.04.2017,20.04.2017,10.04.2017,10.04.2017
12728.0,ЛЕНТА-УРАЛ,9557,20.04.2017,20.04.2017,20.04.2017,20.04.2017
12729.0,ЛЕНТА-УРАЛ,9558,20.04.2017,20.04.2017,20.04.2017,20.04.2017
12731.0,ОКЕЙ-МАТРИЦА,4637,20.04.2017,20.04.2017,04.05.2017,04.05.2017
12732.0,ОКЕЙ-МАТРИЦА,4635,20.04.2017,20.04.2017,04.05.2017,04.05.2017
12746.0,АШАН МП РЦ без НДС,5078,20.04.2017,20.04.2017,17.04.2017,17.04.2017
12749.0,Атак РЦ Москва без,5078,20.04.2017,20.04.2017,17.04.2017,17.04.2017
12754.0,ИНТЕРТОРГ МАТРИЦА,9027,20.04.2017,20.04.2017,19.04.2017,19.04.2017
12780.0,ОКЕЙ--МОСКВА,5324,20.04.2017,20.04.2017,20.04.2017,20.04.2017
12786.0,ОКЕЙ-МАТРИЦА,5324,20.04.2017,20.04.2017,20.04.2017,20.04.2017
12791.0,ОКЕЙ---С-ПБ,5324,20.04.2017,20.04.2017,20.04.2017,20.04.2017
12795.0,ЛЕНТА-ЕВРОПА-СПБ,2302,20.04.2017,20.04.2017,09.05.2017,09.05.2017
12796.0,АШАН МП РЦ без НДС,2955,20.04.2017,20.04.2017,24.04.2017,24.04.2017
12798.0,АШАН МП СПБ безНДС,2955,20.04.2017,20.04.2017,24.04.2017,24.04.2017
12823.0,АШАН МП САМ безНДС,2955,20.04.2017,20.04.2017,24.04.2017,24.04.2017
12836.0,ЛЕНТА-УРАЛ,0621,20.04.2017,20.04.2017,04.05.2017,04.05.2017
12887.0,ОКЕЙ-МАТРИЦА,9199,20.04.2017,20.04.2017,04.05.2017,04.05.2017
12587.0,ОКЕЙ--МОСКВА,4636,21.04.2017,21.04.2017,20.04.2017,20.04.2017
12588.0,ОКЕЙ--МОСКВА,2390,21.04.2017,21.04.2017,20.04.2017,20.04.2017
12688.0,ЛЕНТА-ЕВРОПА-СПБ,9557,21.04.2017,21.04.2017,20.04.2017,20.04.2017
12689.0,ЛЕНТА-ЕВРОПА-СПБ,9558,21.04.2017,21.04.2017,20.04.2017,20.04.2017
12695.0,ЛЕНТА-ЕВРОПА,9557,21.04.2017,21.04.2017,20.04.2017,20.04.2017
12696.0,ЛЕНТА-ЕВРОПА,9558,21.04.2017,21.04.2017,20.04.2017,20.04.2017
12714.0,МАТРИЦА ЛЮБАВУШКА,9744,21.04.2017,21.04.2017,10.04.2017,10.04.2017
12715.0,МАТРИЦА ЛЮБАВУШКА,9745,21.04.2017,21.04.2017,10.04.2017,10.04.2017
12728.0,ЛЕНТА-УРАЛ,9557,21.04.2017,21.04.2017,20.04.2017,20.04.2017
12729.0,ЛЕНТА-УРАЛ,9558,21.04.2017,21.04.2017,20.04.2017,20.04.2017
12731.0,ОКЕЙ-МАТРИЦА,4637,21.04.2017,21.04.2017,04.05.2017,04.05.2017
12732.0,ОКЕЙ-МАТРИЦА,4635,21.04.2017,21.04.2017,04.05.2017,04.05.2017
12780.0,ОКЕЙ--МОСКВА,5324,21.04.2017,21.04.2017,20.04.2017,20.04.2017
12798.0,АШАН МП СПБ безНДС,2955,21.04.2017,21.04.2017,24.04.2017,24.04.2017
12823.0,АШАН МП САМ безНДС,2955,21.04.2017,21.04.2017,24.04.2017,24.04.2017
12836.0,ЛЕНТА-УРАЛ,0621,21.04.2017,21.04.2017,04.05.2017,04.05.2017
12862.0,ОКЕЙ---С-ПБ,9109,21.04.2017,21.04.2017,04.05.2017,04.05.2017
12887.0,ОКЕЙ-МАТРИЦА,9199,21.04.2017,21.04.2017,04.05.2017,04.05.2017
12902.0,Перекресток безНДС,9763,21.04.2017,21.04.2017,04.05.2017,04.05.2017
12903.0,Перекресток безНДС,7232,21.04.2017,21.04.2017,04.05.2017,04.05.2017
12587.0,ОКЕЙ--МОСКВА,4636,22.04.2017,22.04.2017,20.04.2017,20.04.2017
12588.0,ОКЕЙ--МОСКВА,2390,22.04.2017,22.04.2017,20.04.2017,20.04.2017
12615.0,Верный М,7224,22.04.2017,22.04.2017,18.04.2017,18.04.2017
12688.0,ЛЕНТА-ЕВРОПА-СПБ,9557,22.04.2017,22.04.2017,20.04.2017,20.04.2017
12689.0,ЛЕНТА-ЕВРОПА-СПБ,9558,22.04.2017,22.04.2017,20.04.2017,20.04.2017
12714.0,МАТРИЦА ЛЮБАВУШКА,9744,22.04.2017,22.04.2017,10.04.2017,10.04.2017
12715.0,МАТРИЦА ЛЮБАВУШКА,9745,22.04.2017,22.04.2017,10.04.2017,10.04.2017
12731.0,ОКЕЙ-МАТРИЦА,4637,22.04.2017,22.04.2017,04.05.2017,04.05.2017
12732.0,ОКЕЙ-МАТРИЦА,4635,22.04.2017,22.04.2017,04.05.2017,04.05.2017
12764.0,ЛЕНТА-УРАЛ,6100,22.04.2017,22.04.2017,09.05.2017,09.05.2017
12780.0,ОКЕЙ--МОСКВА,5324,22.04.2017,22.04.2017,20.04.2017,20.04.2017
12791.0,ОКЕЙ---С-ПБ,5324,22.04.2017,22.04.2017,20.04.2017,20.04.2017
12795.0,ЛЕНТА-ЕВРОПА-СПБ,2302,22.04.2017,22.04.2017,09.05.2017,09.05.2017
12798.0,АШАН МП СПБ безНДС,2955,22.04.2017,22.04.2017,24.04.2017,24.04.2017
12823.0,АШАН МП САМ безНДС,2955,22.04.2017,22.04.2017,24.04.2017,24.04.2017
12836.0,ЛЕНТА-УРАЛ,0621,22.04.2017,22.04.2017,04.05.2017,04.05.2017
12862.0,ОКЕЙ---С-ПБ,9109,22.04.2017,22.04.2017,04.05.2017,04.05.2017
12863.0,ОКЕЙ---С-ПБ,9728,22.04.2017,22.04.2017,04.05.2017,04.05.2017
12864.0,ОКЕЙ---С-ПБ,9199,22.04.2017,22.04.2017,04.05.2017,04.05.2017
12887.0,ОКЕЙ-МАТРИЦА,9199,22.04.2017,22.04.2017,04.05.2017,04.05.2017
12588.0,ОКЕЙ--МОСКВА,2390,23.04.2017,23.04.2017,20.04.2017,20.04.2017
12688.0,ЛЕНТА-ЕВРОПА-СПБ,9557,23.04.2017,23.04.2017,20.04.2017,20.04.2017
12689.0,ЛЕНТА-ЕВРОПА-СПБ,9558,23.04.2017,23.04.2017,20.04.2017,20.04.2017
12796.0,АШАН МП РЦ без НДС,2955,23.04.2017,23.04.2017,24.04.2017,24.04.2017
12798.0,АШАН МП СПБ безНДС,2955,23.04.2017,23.04.2017,24.04.2017,24.04.2017
12862.0,ОКЕЙ---С-ПБ,9109,23.04.2017,23.04.2017,04.05.2017,04.05.2017
12863.0,ОКЕЙ---С-ПБ,9728,23.04.2017,23.04.2017,04.05.2017,04.05.2017
12864.0,ОКЕЙ---С-ПБ,9199,23.04.2017,23.04.2017,04.05.2017,04.05.2017
12587.0,ОКЕЙ--МОСКВА,4636,24.04.2017,24.04.2017,20.04.2017,20.04.2017
12588.0,ОКЕЙ--МОСКВА,2390,24.04.2017,24.04.2017,20.04.2017,20.04.2017
12688.0,ЛЕНТА-ЕВРОПА-СПБ,9557,24.04.2017,24.04.2017,20.04.2017,20.04.2017
12689.0,ЛЕНТА-ЕВРОПА-СПБ,9558,24.04.2017,24.04.2017,20.04.2017,20.04.2017
12705.0,ОКЕЙ--МОСКВА,4635,24.04.2017,24.04.2017,04.05.2017,04.05.2017
12715.0,МАТРИЦА ЛЮБАВУШКА,9745,24.04.2017,24.04.2017,10.04.2017,10.04.2017
12728.0,ЛЕНТА-УРАЛ,9557,24.04.2017,24.04.2017,20.04.2017,20.04.2017
12729.0,ЛЕНТА-УРАЛ,9558,24.04.2017,24.04.2017,20.04.2017,20.04.2017
12778.0,МАТРИЦА-ДИКСИ,0756,24.04.2017,24.04.2017,04.05.2017,04.05.2017
12780.0,ОКЕЙ--МОСКВА,5324,24.04.2017,24.04.2017,20.04.2017,20.04.2017
12791.0,ОКЕЙ---С-ПБ,5324,24.04.2017,24.04.2017,20.04.2017,20.04.2017
12840.0,АШАН МП СПБ безНДС,3382,24.04.2017,24.04.2017,01.05.2017,01.05.2017
12851.0,ОКЕЙ--МОСКВА,9109,24.04.2017,24.04.2017,04.05.2017,04.05.2017
12852.0,ОКЕЙ--МОСКВА,9728,24.04.2017,24.04.2017,04.05.2017,04.05.2017
12853.0,ОКЕЙ--МОСКВА,9199,24.04.2017,24.04.2017,04.05.2017,04.05.2017
12862.0,ОКЕЙ---С-ПБ,9109,24.04.2017,24.04.2017,04.05.2017,04.05.2017
12863.0,ОКЕЙ---С-ПБ,9728,24.04.2017,24.04.2017,04.05.2017,04.05.2017
12864.0,ОКЕЙ---С-ПБ,9199,24.04.2017,24.04.2017,04.05.2017,04.05.2017
12902.0,Перекресток безНДС,9763,24.04.2017,24.04.2017,04.05.2017,04.05.2017
12903.0,Перекресток безНДС,7232,24.04.2017,24.04.2017,04.05.2017,04.05.2017
12587.0,ОКЕЙ--МОСКВА,4636,25.04.2017,25.04.2017,20.04.2017,20.04.2017
12588.0,ОКЕЙ--МОСКВА,2390,25.04.2017,25.04.2017,20.04.2017,20.04.2017
12688.0,ЛЕНТА-ЕВРОПА-СПБ,9557,25.04.2017,25.04.2017,20.04.2017,20.04.2017
12689.0,ЛЕНТА-ЕВРОПА-СПБ,9558,25.04.2017,25.04.2017,20.04.2017,20.04.2017
12704.0,ОКЕЙ--МОСКВА,4637,25.04.2017,25.04.2017,04.05.2017,04.05.2017
12705.0,ОКЕЙ--МОСКВА,4635,25.04.2017,25.04.2017,04.05.2017,04.05.2017
12715.0,МАТРИЦА ЛЮБАВУШКА,9745,25.04.2017,25.04.2017,10.04.2017,10.04.2017
12780.0,ОКЕЙ--МОСКВА,5324,25.04.2017,25.04.2017,20.04.2017,20.04.2017
12796.0,АШАН МП РЦ без НДС,2955,25.04.2017,25.04.2017,24.04.2017,24.04.2017
12824.0,АШАН МП РЦ без НДС,3382,25.04.2017,25.04.2017,01.05.2017,01.05.2017
12851.0,ОКЕЙ--МОСКВА,9109,25.04.2017,25.04.2017,04.05.2017,04.05.2017
12852.0,ОКЕЙ--МОСКВА,9728,25.04.2017,25.04.2017,04.05.2017,04.05.2017
12853.0,ОКЕЙ--МОСКВА,9199,25.04.2017,25.04.2017,04.05.2017,04.05.2017
12860.0,Билла,0927,25.04.2017,25.04.2017,01.05.2017,01.05.2017
12862.0,ОКЕЙ---С-ПБ,9109,25.04.2017,25.04.2017,04.05.2017,04.05.2017
12863.0,ОКЕЙ---С-ПБ,9728,25.04.2017,25.04.2017,04.05.2017,04.05.2017
12864.0,ОКЕЙ---С-ПБ,9199,25.04.2017,25.04.2017,04.05.2017,04.05.2017
12587.0,ОКЕЙ--МОСКВА,4636,26.04.2017,26.04.2017,20.04.2017,20.04.2017
12588.0,ОКЕЙ--МОСКВА,2390,26.04.2017,26.04.2017,20.04.2017,20.04.2017
12624.0,Метро РЦ,9728,26.04.2017,26.04.2017,04.05.2017,04.05.2017
12688.0,ЛЕНТА-ЕВРОПА-СПБ,9557,26.04.2017,26.04.2017,20.04.2017,20.04.2017
12689.0,ЛЕНТА-ЕВРОПА-СПБ,9558,26.04.2017,26.04.2017,20.04.2017,20.04.2017
12704.0,ОКЕЙ--МОСКВА,4637,26.04.2017,26.04.2017,04.05.2017,04.05.2017
12705.0,ОКЕЙ--МОСКВА,4635,26.04.2017,26.04.2017,04.05.2017,04.05.2017
12722.0,ОКЕЙ---С-ПБ,4637,26.04.2017,26.04.2017,04.05.2017,04.05.2017
12723.0,ОКЕЙ---С-ПБ,4635,26.04.2017,26.04.2017,04.05.2017,04.05.2017
12764.0,ЛЕНТА-УРАЛ,6100,26.04.2017,26.04.2017,09.05.2017,09.05.2017
12771.0,ДиксиМосква,0756,26.04.2017,26.04.2017,04.05.2017,04.05.2017
12780.0,ОКЕЙ--МОСКВА,5324,26.04.2017,26.04.2017,20.04.2017,20.04.2017
12795.0,ЛЕНТА-ЕВРОПА-СПБ,2302,26.04.2017,26.04.2017,09.05.2017,09.05.2017
12848.0,Зельгрос,9165,26.04.2017,26.04.2017,03.05.2017,03.05.2017
12851.0,ОКЕЙ--МОСКВА,9109,26.04.2017,26.04.2017,04.05.2017,04.05.2017
12852.0,ОКЕЙ--МОСКВА,9728,26.04.2017,26.04.2017,04.05.2017,04.05.2017
12853.0,ОКЕЙ--МОСКВА,9199,26.04.2017,26.04.2017,04.05.2017,04.05.2017
12862.0,ОКЕЙ---С-ПБ,9109,26.04.2017,26.04.2017,04.05.2017,04.05.2017
12863.0,ОКЕЙ---С-ПБ,9728,26.04.2017,26.04.2017,04.05.2017,04.05.2017
12864.0,ОКЕЙ---С-ПБ,9199,26.04.2017,26.04.2017,04.05.2017,04.05.2017
12883.0,ОКЕЙ-МАТРИЦА,9109,26.04.2017,26.04.2017,04.05.2017,04.05.2017
12886.0,ОКЕЙ-МАТРИЦА,9728,26.04.2017,26.04.2017,04.05.2017,04.05.2017
12887.0,ОКЕЙ-МАТРИЦА,9199,26.04.2017,26.04.2017,04.05.2017,04.05.2017
12587.0,ОКЕЙ--МОСКВА,4636,27.04.2017,27.04.2017,20.04.2017,20.04.2017
12588.0,ОКЕЙ--МОСКВА,2390,27.04.2017,27.04.2017,20.04.2017,20.04.2017
12688.0,ЛЕНТА-ЕВРОПА-СПБ,9557,27.04.2017,27.04.2017,20.04.2017,20.04.2017
12689.0,ЛЕНТА-ЕВРОПА-СПБ,9558,27.04.2017,27.04.2017,20.04.2017,20.04.2017
12704.0,ОКЕЙ--МОСКВА,4637,27.04.2017,27.04.2017,04.05.2017,04.05.2017
12705.0,ОКЕЙ--МОСКВА,4635,27.04.2017,27.04.2017,04.05.2017,04.05.2017
12723.0,ОКЕЙ---С-ПБ,4635,27.04.2017,27.04.2017,04.05.2017,04.05.2017
12731.0,ОКЕЙ-МАТРИЦА,4637,27.04.2017,27.04.2017,04.05.2017,04.05.2017
12732.0,ОКЕЙ-МАТРИЦА,4635,27.04.2017,27.04.2017,04.05.2017,04.05.2017
12764.0,ЛЕНТА-УРАЛ,6100,27.04.2017,27.04.2017,09.05.2017,09.05.2017
12778.0,МАТРИЦА-ДИКСИ,0756,27.04.2017,27.04.2017,04.05.2017,04.05.2017
12780.0,ОКЕЙ--МОСКВА,5324,27.04.2017,27.04.2017,20.04.2017,20.04.2017
12795.0,ЛЕНТА-ЕВРОПА-СПБ,2302,27.04.2017,27.04.2017,09.05.2017,09.05.2017
12796.0,АШАН МП РЦ без НДС,2955,27.04.2017,27.04.2017,24.04.2017,24.04.2017
12806.0,ЛЕНТА-ЕВРОПА-СПБ,0621,27.04.2017,27.04.2017,04.05.2017,04.05.2017
12808.0,ЛЕНТА-ЕВРОПА,0621,27.04.2017,27.04.2017,04.05.2017,04.05.2017
12824.0,АШАН МП РЦ без НДС,3382,27.04.2017,27.04.2017,01.05.2017,01.05.2017
12836.0,ЛЕНТА-УРАЛ,0621,27.04.2017,27.04.2017,04.05.2017,04.05.2017
12840.0,АШАН МП СПБ безНДС,3382,27.04.2017,27.04.2017,01.05.2017,01.05.2017
12852.0,ОКЕЙ--МОСКВА,9728,27.04.2017,27.04.2017,04.05.2017,04.05.2017
12853.0,ОКЕЙ--МОСКВА,9199,27.04.2017,27.04.2017,04.05.2017,04.05.2017
12862.0,ОКЕЙ---С-ПБ,9109,27.04.2017,27.04.2017,04.05.2017,04.05.2017
12863.0,ОКЕЙ---С-ПБ,9728,27.04.2017,27.04.2017,04.05.2017,04.05.2017
12864.0,ОКЕЙ---С-ПБ,9199,27.04.2017,27.04.2017,04.05.2017,04.05.2017
12883.0,ОКЕЙ-МАТРИЦА,9109,27.04.2017,27.04.2017,04.05.2017,04.05.2017
12886.0,ОКЕЙ-МАТРИЦА,9728,27.04.2017,27.04.2017,04.05.2017,04.05.2017
12887.0,ОКЕЙ-МАТРИЦА,9199,27.04.2017,27.04.2017,04.05.2017,04.05.2017
12587.0,ОКЕЙ--МОСКВА,4636,28.04.2017,28.04.2017,20.04.2017,20.04.2017
12588.0,ОКЕЙ--МОСКВА,2390,28.04.2017,28.04.2017,20.04.2017,20.04.2017
12688.0,ЛЕНТА-ЕВРОПА-СПБ,9557,28.04.2017,28.04.2017,20.04.2017,20.04.2017
12689.0,ЛЕНТА-ЕВРОПА-СПБ,9558,28.04.2017,28.04.2017,20.04.2017,20.04.2017
12704.0,ОКЕЙ--МОСКВА,4637,28.04.2017,28.04.2017,04.05.2017,04.05.2017
